week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
51,23,1847,360.87,485.03,0,0,1049.0
98,66,1878,389.03,508.28,1,0,156.0
143,58,2306,94.12,97.03,0,1,430.0
137,99,1230,383.15,246.44,0,0,83.0
120,99,2290,632.5,281.36,0,1,714.0
21,186,1754,388.0,342.44,0,0,1133.0
135,124,1230,323.98,226.04,0,0,964.0
135,146,2577,280.33,529.68,0,0,148.0
31,17,2322,150.41,243.53,0,0,595.0
84,59,1247,113.52,264.87,0,0,1110.0
8,132,1727,193.06,670.33,0,0,1185.0
18,149,2139,438.5,486.03,1,1,963.0
60,26,2760,226.04,263.84,0,1,464.0
36,27,1878,447.23,545.14,0,0,740.0
44,17,2539,679.03,180.45,0,0,976.0
73,137,1962,143.62,290.03,0,0,905.0
2,161,1902,280.33,319.13,0,0,834.0
115,92,2707,155.26,145.53,0,0,68.0
87,109,1971,418.13,578.18,0,0,921.0
20,14,1727,259.99,190.18,0,0,902.0
115,24,1525,616.01,290.03,0,0,706.0
113,43,1971,482.09,93.12,0,0,437.0
67,137,1247,512.19,435.53,0,0,1216.0
29,126,2322,590.73,588.79,0,0,669.0
30,27,2290,583.97,321.13,0,0,293.0
39,177,1558,241.56,147.5,0,0,142.0
65,50,1754,446.23,155.2,0,0,17491.0
115,109,1230,176.57,313.37,0,0,838.0
7,92,2306,445.23,152.35,0,1,539.0
144,101,1571,315.25,379.33,0,0,406.0
42,27,2290,88.33,327.89,0,0,975.0
112,52,2290,389.0,289.06,0,0,692.0
53,83,1993,282.33,290.06,0,0,873.0
97,65,1727,251.23,445.23,0,0,796.0
36,149,1216,346.35,310.43,0,0,113.0
66,174,2867,493.79,726.53,0,0,803.0
127,65,1247,241.53,248.32,0,0,622.0
20,20,1216,256.14,183.39,0,0,471.0
67,88,2577,207.61,321.13,0,1,656.0
110,129,1754,321.13,458.81,1,0,1057.0
101,39,2581,462.69,611.13,0,0,560.0
145,162,2139,286.15,281.33,1,0,359.0
65,72,1993,630.53,153.26,0,0,263.0
100,177,2704,308.49,223.13,0,0,149.0
79,129,2490,168.81,144.53,0,0,371.0
145,66,2126,149.41,312.4,0,0,379.0
3,146,1993,111.58,281.33,0,0,662.0
92,53,2139,98.94,232.86,0,0,31.0
101,153,1248,243.53,190.12,0,0,354.0
103,113,1727,410.37,484.03,0,1,568.0
4,94,1902,445.23,256.14,0,0,571.0
81,86,2581,243.5,658.63,0,0,846.0
44,66,2760,311.43,153.26,0,0,996.0
128,174,2664,618.92,727.53,0,0,48.0
61,76,1525,288.15,640.23,0,0,366.0
28,43,2760,251.29,290.03,0,0,552.0
80,93,1216,581.03,133.89,0,0,346.0
137,68,1525,323.04,545.17,0,0,336.0
83,104,1311,389.0,622.74,0,0,1154.0
116,161,1230,215.37,395.76,0,1,916.0
19,53,2490,173.63,241.53,0,0,728.0
71,11,2577,609.16,424.92,0,0,1172.0
92,162,1062,286.21,528.68,1,0,1045.0
54,52,2539,97.03,338.53,0,0,161.0
37,149,2826,183.39,406.46,0,0,485.0
75,66,1438,282.33,426.83,0,0,735.0
70,34,1248,280.33,421.95,0,0,798.0
130,27,1216,485.03,486.03,0,0,87.0
34,11,2704,554.87,704.28,0,0,694.0
133,13,2306,485.03,185.27,0,0,135.0
62,153,2569,242.56,291.03,0,0,186.0
66,29,2640,584.97,241.56,0,0,542.0
82,162,2569,299.76,281.36,0,0,1194.0
45,41,1216,213.4,291.03,0,0,73.0
8,152,2490,415.19,145.56,0,0,1100.0
39,83,1207,292.03,120.28,0,0,923.0
33,66,2581,83.48,630.53,0,0,934.0
114,146,1558,282.33,161.08,0,0,131.0
68,75,1248,648.93,510.22,0,0,626.0
126,101,1216,446.23,263.84,0,0,1083.0
129,42,1207,551.96,640.23,0,0,196.0
19,74,1558,242.5,582.03,0,0,588.0
18,139,1248,193.06,292.03,0,0,14.0
27,124,2956,445.23,619.86,0,0,243.0
84,124,2494,616.92,467.57,0,0,1044.0
55,68,2490,465.63,446.23,0,0,608.0
18,27,1885,727.53,620.86,0,0,1119.0
41,91,2304,387.03,584.94,0,0,437.0
120,146,2490,641.23,117.4,0,0,335.0
6,162,1207,501.52,143.56,0,0,501.0
101,152,1543,224.13,258.02,0,0,706.0
17,52,1247,311.4,188.18,0,0,40.0
46,91,2304,280.33,445.23,0,0,163.0
41,36,2826,620.86,102.85,0,0,1129.0
131,20,2139,556.84,194.03,0,1,207.0
65,43,1878,357.93,426.83,0,0,582.0
56,10,1062,105.73,582.03,0,0,1184.0
2,109,1993,309.49,178.48,0,0,1046.0
114,13,1993,321.07,270.63,0,0,407.0
46,126,2306,672.21,620.86,0,1,1035.0
108,109,2290,291.0,704.28,0,0,35.0
60,43,1109,474.39,549.99,1,0,363.0
89,129,1207,592.73,446.23,0,0,132.0
98,32,1778,161.08,117.43,0,0,814.0
96,34,2444,291.0,404.55,0,0,422.0
16,11,1216,169.75,476.33,0,1,599.0
75,137,1207,151.35,486.03,0,0,983.0
139,10,2139,141.62,629.53,1,0,624.0
29,99,1543,361.81,97.03,0,0,215.0
9,53,2826,577.21,314.31,0,0,289.0
58,137,2581,370.54,446.23,0,0,568.0
15,59,1727,195.0,465.63,0,0,1164.0
48,174,2826,336.62,472.42,0,1,276.0
118,43,1062,546.11,641.23,0,0,589.0
22,129,2707,242.5,726.53,0,0,1004.0
117,91,1525,99.0,321.07,0,0,231.0
4,75,2490,437.47,319.13,0,0,251.0
141,32,2492,121.31,679.03,0,0,497.0
30,26,1754,121.31,619.86,1,0,1220.0
116,52,1525,256.14,232.83,0,0,247.0
138,34,2539,615.04,311.43,0,0,869.0
98,143,2867,603.37,534.53,0,0,808.0
55,149,2490,422.92,291.03,1,1,95.0
56,137,1062,255.17,205.7,0,1,433.0
8,52,1878,680.03,204.7,0,0,51.0
121,61,1062,340.5,394.82,0,0,517.0
109,102,2126,719.74,765.33,0,0,40.0
27,97,1230,472.39,455.93,0,0,99.0
25,20,1847,389.03,280.33,0,0,683.0
64,14,1778,485.03,161.05,1,0,169.0
123,88,1962,154.26,697.43,0,0,519.0
109,20,2490,312.4,639.23,0,0,638.0
4,30,1971,566.48,139.68,0,0,922.0
66,124,2126,73.78,612.13,0,1,391.0
72,10,1445,346.29,620.83,0,0,39.0
84,10,1445,144.59,292.03,0,0,757.0
101,52,1754,446.23,168.81,1,0,331.0
81,76,2490,251.23,483.09,0,0,660.0
36,75,1109,468.57,292.03,0,0,675.0
57,36,1878,162.05,743.05,1,0,898.0
122,126,2581,612.13,291.03,0,0,1039.0
25,75,1993,551.02,639.23,0,1,330.0
102,27,2539,738.23,292.03,1,0,982.0
67,39,1878,177.57,285.18,0,0,638.0
49,75,2290,175.6,445.23,0,0,193.0
92,157,2760,309.43,304.64,0,0,814.0
57,143,2306,533.5,394.82,0,1,1219.0
105,75,2539,196.0,680.03,0,0,1102.0
6,99,1770,311.43,404.55,0,0,478.0
9,129,2664,558.72,499.61,0,0,1113.0
18,58,2492,94.12,311.43,0,0,445.0
69,50,1971,452.05,172.69,0,0,65.0
47,55,2444,379.3,213.43,0,0,1163.0
66,58,1962,316.25,281.33,0,0,220.0
32,99,1438,242.53,228.01,0,0,1005.0
133,145,1207,147.47,445.23,1,0,595.0
74,14,2139,288.12,472.39,0,0,837.0
40,55,1109,244.5,337.62,0,0,714.0
88,66,1754,511.22,238.62,0,0,1146.0
116,101,1558,246.44,153.26,0,0,1014.0
13,157,2569,115.43,180.42,0,1,1189.0
43,139,2322,281.33,155.26,0,0,433.0
124,81,2444,371.54,179.45,0,1,678.0
96,113,1962,483.12,290.03,0,0,810.0
59,50,1993,323.98,291.03,0,0,92.0
106,153,2306,511.19,189.15,1,0,977.0
102,93,1109,320.1,171.72,1,0,619.0
19,146,1727,92.15,280.33,0,0,818.0
16,30,1778,173.66,174.63,0,1,1096.0
139,97,2126,630.53,243.5,0,0,437.0
91,80,1311,96.09,257.08,0,0,567.0
129,102,2490,154.26,163.93,0,0,545.0
96,129,1230,213.43,153.26,0,1,551.0
80,129,1847,470.45,446.23,0,0,1005.0
50,93,1962,446.23,321.13,0,0,909.0
53,50,1062,389.03,708.13,0,0,249.0
22,152,1525,560.69,545.14,0,0,638.0
114,113,1230,95.06,243.53,0,0,252.0
3,72,2126,286.15,668.33,0,0,837.0
56,52,2569,243.5,281.33,0,1,1038.0
73,30,1311,404.49,280.33,0,0,391.0
136,67,2867,334.71,319.16,1,0,640.0
137,67,2304,427.8,709.13,0,0,596.0
114,152,2631,194.0,472.39,0,1,571.0
87,109,2631,242.5,593.67,1,0,763.0
132,32,1248,152.35,321.13,0,0,969.0
37,177,1902,513.13,225.04,0,0,929.0
51,50,2826,156.17,243.53,0,0,1022.0
107,77,1445,486.03,156.2,0,0,941.0
75,161,1878,404.52,412.31,0,0,872.0
11,53,1962,388.03,486.03,0,0,1161.0
34,14,2126,190.15,321.13,1,0,284.0
104,157,2539,281.33,320.13,0,0,849.0
20,55,1198,555.81,630.53,0,0,923.0
140,86,1902,259.96,670.33,0,0,698.0
97,20,1902,283.27,454.96,0,0,141.0
3,113,1198,630.53,106.73,0,0,497.0
38,68,1885,658.63,144.53,0,0,573.0
81,186,2664,243.5,446.23,0,0,847.0
2,57,1230,469.51,307.49,0,0,1042.0
131,104,2581,283.27,361.81,1,0,283.0
99,68,1525,446.23,183.33,0,0,26.0
96,73,1207,358.93,122.28,0,0,843.0
122,36,2104,602.43,707.13,0,0,235.0
11,39,1207,673.18,263.84,1,0,646.0
18,89,2631,435.53,446.23,1,0,50.0
110,53,1445,466.63,582.03,0,1,1188.0
135,68,1962,410.31,79.54,0,0,720.0
72,29,2867,328.86,641.23,0,0,936.0
139,99,1230,618.86,281.33,0,0,69.0
67,34,1062,210.55,281.33,0,0,243.0
18,143,1902,759.57,460.75,0,0,298.0
48,177,1971,310.43,326.92,0,0,604.0
143,74,2577,446.23,485.03,0,0,197.0
45,42,1770,387.03,316.22,0,0,51.0
96,29,2492,292.03,460.78,1,0,869.0
118,14,1962,317.19,297.79,1,0,678.0
90,52,2490,174.63,120.31,0,0,593.0
106,109,2139,252.2,311.43,0,0,608.0
123,36,2290,242.53,281.33,0,0,141.0
106,61,1971,291.03,242.53,0,0,34.0
136,67,2707,584.97,432.68,0,1,245.0
15,149,1247,386.06,535.44,0,0,1085.0
47,97,2631,210.55,405.52,0,0,152.0
40,27,2306,513.13,154.26,0,0,1081.0
24,27,1311,470.51,106.7,1,0,644.0
72,43,1438,611.13,679.03,0,0,296.0
115,161,2306,327.89,484.09,0,0,247.0
114,67,2494,183.36,678.03,0,0,349.0
130,68,1207,311.4,310.43,0,0,312.0
97,83,1543,463.69,571.39,0,0,691.0
103,43,2492,328.89,150.35,0,0,1213.0
89,24,1803,77.6,302.64,0,0,390.0
143,81,1198,292.03,308.49,0,0,197.0
125,177,2290,70.84,139.68,0,0,732.0
18,161,1445,496.64,292.03,0,0,520.0
50,36,2704,426.8,266.81,0,0,804.0
90,137,2444,412.25,243.5,0,0,264.0
70,126,1247,445.23,196.0,0,1,46.0
71,101,1230,244.5,177.51,1,0,866.0
77,157,2290,650.87,403.52,0,0,1109.0
103,75,1902,151.38,447.23,1,0,281.0
31,139,1885,431.71,447.23,0,0,378.0
86,104,2304,159.14,292.03,0,0,918.0
65,86,1207,58.26,534.53,0,1,209.0
21,36,1727,310.43,166.9,0,0,503.0
94,145,2139,218.25,153.26,1,0,1090.0
97,13,2704,418.13,464.66,0,0,1051.0
50,99,1754,280.33,144.53,0,0,163.0
36,52,1803,384.18,292.03,0,0,860.0
130,88,2322,412.25,639.23,0,0,310.0
103,101,2490,680.03,302.7,0,0,1157.0
66,42,1525,436.53,711.01,0,0,1210.0
89,27,2539,486.03,348.23,0,0,1094.0
90,42,2707,641.23,639.23,1,0,640.0
121,59,2760,484.03,613.04,1,1,1198.0
82,64,2539,107.7,505.43,0,0,524.0
120,109,2444,766.33,340.5,0,0,1076.0
6,108,2581,224.1,320.13,0,0,758.0
39,106,2444,150.35,242.56,0,0,523.0
62,14,2867,144.53,120.31,0,0,643.0
14,68,1198,183.36,213.43,0,0,160.0
27,67,1247,276.48,445.23,1,0,914.0
141,20,2290,257.08,320.13,0,0,18.0
98,153,2640,280.33,447.23,0,0,694.0
61,77,2581,366.69,446.23,1,0,1183.0
77,20,1902,259.96,164.93,0,0,381.0
31,101,1778,310.43,513.13,0,0,671.0
61,137,1216,484.03,162.96,0,0,814.0
47,29,1207,161.08,704.28,0,0,138.0
115,50,1962,325.98,286.18,0,0,1074.0
49,86,2490,460.81,291.03,0,0,661.0
59,81,2304,218.25,469.48,0,0,327.0
64,29,2492,454.99,515.13,0,0,616.0
4,143,1207,97.97,533.53,0,0,1172.0
142,61,1207,679.03,286.18,0,0,178.0
52,153,1803,158.17,328.89,0,1,704.0
23,24,1062,281.33,281.33,0,1,836.0
138,174,1993,246.38,415.16,0,1,1203.0
69,29,2490,99.0,150.38,0,0,547.0
110,104,1571,213.43,190.18,0,0,993.0
18,94,1525,260.96,399.7,0,0,2150.0
28,59,2664,290.09,446.23,0,0,264.0
73,74,1885,486.03,636.35,0,0,214.0
10,34,2290,309.49,583.94,0,0,277.0
118,51,1962,427.83,227.01,0,0,588.0
134,53,1993,727.53,311.43,0,1,531.0
70,110,2444,96.09,446.23,0,1,150.0
134,91,2139,285.24,641.23,0,0,375.0
136,67,1062,445.23,539.35,0,0,968.0
133,67,2290,154.29,291.03,0,0,111.0
105,51,1445,143.59,414.25,1,1,193.0
143,34,1247,177.54,258.02,0,0,236.0
7,20,2492,290.03,310.43,0,0,535.0
12,97,2640,143.56,610.13,1,0,757.0
24,92,1878,393.82,463.66,0,0,1006.0
84,110,1778,515.13,299.79,0,0,620.0
28,59,1971,353.14,321.13,0,0,1178.0
144,66,1770,208.61,183.36,0,0,610.0
115,50,2707,446.23,454.96,0,0,952.0
35,104,2290,242.5,178.54,0,0,821.0
128,106,2444,323.98,446.23,0,1,976.0
77,157,1525,213.43,242.56,0,0,868.0
66,76,1847,309.43,154.26,0,0,784.0
23,10,1438,400.64,603.34,0,0,450.0
130,52,2581,217.34,480.15,0,0,16.0
118,27,1216,251.23,334.65,0,1,682.0
50,101,2306,406.46,323.04,0,0,1080.0
111,146,2139,178.54,210.55,0,0,448.0
79,81,1543,485.03,408.43,0,0,538.0
104,20,1962,462.69,280.33,0,0,562.0
77,36,2492,327.89,281.33,0,0,1197.0
91,143,2664,443.35,168.81,0,0,1004.0
17,59,1778,228.01,290.09,0,0,396.0
110,10,1993,657.66,291.03,0,0,573.0
135,157,2704,98.0,242.53,0,0,704.0
98,108,1525,577.21,281.33,0,0,880.0
108,36,1778,323.04,112.58,0,0,1019.0
99,97,1971,413.25,319.13,0,0,791.0
67,152,1248,440.41,641.23,0,0,278.0
80,53,2581,410.31,228.98,0,0,1010.0
42,26,1248,339.53,629.53,0,1,1061.0
99,108,2581,158.11,543.2,0,0,31.0
57,68,2569,427.77,389.03,0,0,707.0
63,57,2290,149.44,154.26,0,0,58.0
135,17,2444,280.36,275.51,0,0,817.0
76,64,2539,151.38,248.32,0,0,326.0
84,157,1803,157.14,466.63,0,0,160.0
129,59,1062,290.03,309.43,0,0,1216.0
3,93,1770,301.73,387.03,0,0,726.0
11,53,2492,124.16,271.63,0,0,62.0
70,39,2539,292.94,280.33,0,0,559.0
79,93,1971,454.93,242.53,0,0,487.0
79,145,1971,230.92,338.53,0,0,229.0
65,53,1248,484.03,533.53,0,0,28.0
108,177,1885,679.03,424.89,0,0,884.0
140,81,2304,232.8,281.33,0,0,123.0
97,20,2826,282.33,464.63,0,1,1206.0
120,161,2760,472.39,456.9,0,0,723.0
143,101,1754,327.92,96.03,0,0,711.0
139,89,2826,244.5,379.33,0,0,1101.0
138,76,2581,183.36,456.93,0,0,919.0
141,93,1754,297.85,281.33,0,0,637.0
25,149,2104,291.03,185.27,1,0,757.0
19,124,1962,113.52,321.13,0,0,530.0
90,92,2581,609.16,100.91,1,0,992.0
62,143,1770,290.03,154.26,0,0,247.0
43,72,2104,363.81,640.23,0,1,256.0
97,86,2104,572.36,486.03,0,1,1550.0
114,58,2492,326.89,241.59,0,0,789.0
109,14,1770,402.55,473.39,0,1,159.0
68,57,2577,175.6,350.17,0,0,1153.0
83,110,1754,485.03,144.56,0,0,1133.0
22,124,1062,97.06,292.03,0,0,644.0
60,51,2494,378.33,291.03,0,0,744.0
77,76,2640,370.57,532.53,0,0,828.0
73,162,1230,486.03,302.7,0,0,1012.0
138,126,1109,327.92,482.09,1,0,650.0
19,124,2631,470.45,270.63,0,0,676.0
44,109,2569,583.03,138.74,0,0,97.0
67,108,1558,324.98,293.97,0,0,106.0
145,81,1248,292.03,226.98,0,0,804.0
53,145,2704,254.17,149.41,0,1,510.0
64,51,1207,213.43,253.23,0,0,576.0
47,81,2760,298.82,209.52,0,0,938.0
79,83,1971,162.05,155.26,0,0,1022.0
36,146,1885,326.89,179.51,0,0,485.0
90,24,1778,147.47,281.33,0,0,1022.0
42,51,2707,212.46,579.09,0,0,935.0
21,20,1885,381.21,708.13,0,0,129.0
53,24,2640,446.23,251.23,0,0,283.0
30,30,1543,178.51,292.03,0,0,444.0
83,186,1778,195.94,694.58,0,0,12297.0
41,32,1525,244.5,150.41,0,0,740.0
14,86,2304,309.43,641.23,0,0,153.0
93,86,2444,643.14,321.13,0,0,163.0
80,152,2322,678.03,446.23,0,0,738.0
128,113,1962,122.28,339.53,0,1,845.0
130,14,2492,268.69,155.2,0,0,288.0
122,109,2492,144.59,274.51,0,0,613.0
128,26,1778,274.51,698.43,0,0,820.0
79,126,2126,364.72,178.48,0,0,190.0
51,34,1525,466.63,149.41,0,1,1049.0
6,113,1902,302.7,603.34,0,0,316.0
111,137,1247,290.03,581.03,0,0,386.0
133,129,2664,280.33,145.56,0,0,831.0
11,36,1109,291.03,327.89,0,0,286.0
56,55,1558,388.03,184.33,0,0,220.0
123,153,2704,270.66,519.98,0,1,111.0
21,76,1543,260.96,291.03,0,0,573.0
61,174,1445,511.22,340.5,0,0,1203.0
80,20,2304,144.59,403.55,0,0,735.0
32,174,1445,537.41,396.73,0,0,700.0
16,36,2290,485.03,485.03,0,0,892.0
143,93,2539,162.05,222.13,0,0,1074.0
36,91,2490,403.55,460.75,0,0,1132.0
115,146,2867,316.25,292.03,0,0,286.0
35,108,1109,332.71,262.93,0,0,946.0
52,97,1230,485.03,668.33,0,1,252.0
101,76,2640,387.03,728.53,0,1,1164.0
95,58,1438,282.33,253.23,0,0,562.0
85,74,1727,687.73,679.03,0,0,1033.0
1,94,2664,631.53,319.13,0,0,74.0
132,73,1248,153.32,227.01,0,0,102.0
96,106,1878,283.3,582.03,0,0,288.0
135,88,1248,611.13,281.33,0,0,316.0
117,101,1062,583.03,581.03,0,0,281.0
15,32,1311,422.92,65.02,0,0,597.0
145,42,1558,435.53,319.13,0,0,937.0
37,42,2539,512.19,474.39,0,0,241.0
65,72,2304,154.29,119.31,0,0,1118.0
124,88,2126,584.97,640.23,0,0,323.0
38,42,1971,323.01,689.73,0,0,340.0
139,104,2664,290.03,336.62,0,0,905.0
96,14,2707,582.03,529.68,0,0,2961.0
137,68,1754,338.53,113.49,0,0,1001.0
28,80,1230,409.37,241.53,0,0,1034.0
95,126,1230,417.13,535.47,0,0,1155.0
18,143,1216,639.23,609.19,0,0,708.0
38,152,1198,310.43,404.55,0,0,16.0
117,108,1445,581.03,195.0,1,0,863.0
141,14,2640,278.39,290.03,0,0,705.0
20,157,1543,388.03,153.26,0,1,70.0
82,72,1062,82.51,244.5,0,0,886.0
7,10,1727,242.56,214.4,0,0,458.0
74,132,1207,143.59,390.0,0,0,440.0
49,29,1109,447.2,698.43,0,0,489.0
99,20,1971,598.49,599.52,0,0,354.0
37,77,1754,707.13,510.22,0,1,141.0
114,32,2126,186.24,143.59,0,0,599.0
127,66,2707,189.18,447.23,0,1,884.0
75,34,2304,120.28,321.13,0,0,828.0
135,89,2290,178.54,675.18,0,0,643.0
130,104,1962,427.77,582.03,1,0,538.0
97,58,2664,435.53,289.06,0,0,248.0
100,20,1311,388.03,181.39,0,0,925.0
42,10,1727,619.86,310.46,0,0,31.0
105,43,2126,282.33,440.38,0,1,880.0
7,20,1971,144.53,378.36,0,0,780.0
133,50,2306,283.3,620.86,0,0,1015.0
129,146,1248,243.53,388.03,0,0,404.0
11,76,2826,217.34,228.95,0,0,861.0
104,104,2494,196.0,311.43,0,0,1205.0
128,146,2304,241.53,121.25,0,0,261.0
88,64,2492,601.46,185.33,0,0,1125.0
121,74,2304,429.77,445.23,0,0,870.0
109,20,2760,316.22,210.55,0,0,1150.0
85,43,2492,539.38,617.95,0,0,1149.0
29,83,1525,304.58,630.53,0,0,714.0
71,36,1803,436.53,326.89,0,0,462.0
19,137,2490,429.74,502.49,0,0,598.0
29,75,1543,92.15,327.89,0,0,370.0
122,86,2704,161.05,629.53,0,0,514.0
111,91,1778,173.66,198.85,0,0,606.0
109,129,1543,275.54,482.12,0,0,287.0
112,129,2631,213.46,219.22,0,0,1004.0
20,64,2867,310.43,123.25,0,0,517.0
119,52,2631,427.77,177.57,0,0,436.0
77,92,2290,145.53,319.13,0,1,735.0
106,153,2139,387.03,280.33,1,0,1053.0
95,93,2640,686.79,707.13,0,0,575.0
59,145,1543,407.46,280.33,0,0,878.0
8,106,2760,484.03,659.6,0,0,813.0
62,145,2139,111.55,280.33,1,0,459.0
69,86,2306,208.61,338.53,0,0,38.0
33,10,1207,96.03,447.23,1,0,369.0
60,177,1878,122.28,466.63,0,1,47.0
41,59,1445,382.24,328.86,0,0,37.0
105,162,2640,339.5,709.13,0,0,234.0
84,53,1109,582.03,402.55,0,0,602.0
69,73,1770,153.29,301.73,0,0,1004.0
52,13,1445,111.58,303.64,0,0,1020.0
40,109,1727,281.33,515.13,0,0,321.0
71,53,1770,281.33,311.43,0,0,301.0
111,83,1109,643.17,445.23,0,0,351.0
130,73,2494,151.38,532.53,0,0,44.0
4,68,1878,522.86,322.07,0,0,480.0
58,99,1558,389.03,310.43,0,0,154.0
47,80,1558,611.13,547.08,0,0,103.0
145,108,2539,726.59,227.04,0,0,472.0
15,162,1207,641.23,403.55,0,0,715.0
16,68,2760,233.83,358.93,0,0,1086.0
132,137,2569,283.3,709.13,0,0,1050.0
126,89,2322,486.03,290.06,0,0,419.0
145,126,2577,551.93,408.43,0,0,780.0
130,93,2760,276.48,329.83,0,0,197.0
127,66,2304,338.53,310.43,0,0,292.0
139,126,2490,745.99,417.13,0,0,1137.0
113,76,1727,390.97,290.03,0,0,96.0
15,86,1993,321.13,231.89,0,0,505.0
52,102,1558,211.46,515.13,0,1,1157.0
87,14,1770,142.59,107.73,0,0,1005.0
24,43,2139,337.59,392.88,0,0,232.0
8,27,1962,281.33,641.23,0,0,532.0
77,61,1311,242.53,320.13,0,0,169.0
115,86,2664,686.79,241.53,1,0,96.0
55,146,1062,259.96,348.26,0,0,89.0
7,157,1902,275.48,319.13,1,0,416.0
95,61,2290,321.13,290.03,0,0,406.0
144,92,1558,404.55,311.43,0,0,941.0
3,50,2539,484.03,258.99,0,0,618.0
20,50,1216,466.57,446.23,0,0,1018.0
59,109,1962,679.03,243.5,0,0,170.0
81,99,2569,314.31,486.03,0,1,222.0
144,76,2539,581.03,250.29,0,1,606.0
105,11,2707,311.43,348.26,1,0,243.0
137,43,2707,452.99,629.53,0,0,192.0
33,93,1543,193.03,707.13,0,0,17295.0
66,23,1558,122.28,112.58,0,0,822.0
12,30,1902,532.53,97.06,0,0,461.0
29,61,1216,503.43,280.33,0,0,1126.0
99,99,2492,485.03,363.81,0,0,281.0
144,29,1558,256.14,338.53,0,0,873.0
51,24,2492,96.03,640.23,0,1,1188.0
3,59,1847,328.86,314.28,0,0,166.0
101,186,2304,463.69,292.03,0,0,649.0
74,137,2631,92.15,143.56,0,0,1224.0
138,24,2760,275.48,150.41,0,0,1104.0
102,157,1885,141.62,451.11,0,0,422.0
96,43,1778,389.03,310.43,0,0,77.0
49,99,1216,283.3,319.13,0,0,217.0
119,58,1247,370.57,620.86,0,0,1002.0
38,129,1885,378.3,289.06,0,0,1843.0
143,99,2539,485.03,319.19,0,1,792.0
134,67,1778,589.76,210.55,0,0,214.0
93,177,2494,93.18,302.7,0,0,1038.0
4,51,1216,620.83,195.0,0,0,659.0
77,20,2760,272.57,301.73,0,0,84.0
105,39,1543,243.53,188.18,0,1,263.0
118,36,2707,447.23,151.38,0,0,477.0
8,72,2306,183.36,704.28,0,0,1159.0
37,124,2490,397.73,310.43,0,0,294.0
96,143,2139,323.98,528.65,0,1,278.0
30,76,2490,176.6,306.58,0,0,1181.0
125,10,1727,290.03,166.84,0,1,252.0
24,113,1230,447.23,288.12,0,0,1213.0
23,153,1207,197.88,291.0,0,0,748.0
102,137,1993,466.63,282.27,0,0,584.0
53,53,2956,96.09,610.13,0,0,315.0
4,55,2704,273.6,277.42,0,1,845.0
70,36,1207,310.43,282.33,0,1,690.0
61,97,1754,87.3,641.23,0,0,686.0
132,86,2304,251.23,640.23,0,0,728.0
97,99,1878,406.46,320.13,0,0,965.0
27,42,1847,319.13,211.52,0,0,1018.0
49,157,1878,242.5,243.5,0,1,948.0
80,93,1062,286.21,317.25,0,1,411.0
64,43,2304,269.72,447.23,0,0,641.0
13,146,2490,364.78,447.23,0,0,540.0
14,53,1438,469.51,486.03,0,0,614.0
103,32,2290,377.36,195.94,0,0,116.0
47,65,1207,243.5,309.43,0,0,195.0
82,66,2126,322.07,485.03,0,0,157.0
19,110,1207,291.0,708.13,0,0,249.0
79,137,1525,669.33,275.48,0,0,224.0
54,58,2126,384.15,397.76,0,0,524.0
17,93,2322,454.93,525.77,0,0,88.0
5,43,2490,532.53,186.24,0,0,986.0
114,41,1248,473.39,640.23,0,0,965.0
141,11,1770,121.31,335.62,1,0,870.0
59,14,2304,182.39,387.03,0,1,845.0
46,137,1778,429.74,630.53,0,0,119.0
51,51,2640,360.84,290.03,0,0,256.0
114,13,1248,466.63,382.21,0,0,126.0
60,17,2492,214.43,445.23,0,0,1208.0
144,50,1248,582.03,678.03,0,0,833.0
62,27,2126,279.36,291.03,1,0,224.0
68,61,1993,282.27,333.71,0,0,132.0
53,102,2290,167.81,271.63,0,0,381.0
36,27,2581,56.26,183.36,0,0,449.0
125,23,1558,244.5,222.19,0,0,901.0
91,11,2304,311.4,310.46,0,0,310.0
107,23,1207,484.03,291.03,0,1,305.0
13,13,2304,446.23,726.53,0,0,36.0
134,157,2664,664.45,766.33,0,0,1159.0
12,73,1971,281.3,640.23,0,0,185.0
66,24,2444,310.43,639.23,0,0,912.0
84,52,2704,561.66,177.57,0,0,337.0
32,145,1878,436.53,323.98,0,0,603.0
6,149,2304,157.2,436.53,0,0,786.0
68,146,1109,283.3,178.54,0,0,446.0
14,93,1230,151.35,352.17,0,0,833.0
34,43,2539,178.54,291.03,0,0,109.0
58,41,1778,162.99,551.93,0,0,307.0
79,50,2492,280.33,619.86,1,0,418.0
31,36,1962,292.03,679.03,0,0,945.0
56,97,2826,253.23,143.56,0,0,940.0
10,13,1727,375.39,369.63,1,0,673.0
106,186,1902,447.2,447.23,0,0,674.0
128,161,2569,336.62,92.15,0,0,202.0
35,162,2290,545.17,324.04,0,0,1072.0
65,186,1993,134.86,425.83,0,0,122.0
144,126,1248,327.89,151.35,0,0,523.0
18,162,2826,244.5,148.41,0,0,720.0
17,91,2322,619.86,291.03,0,0,586.0
129,153,2631,343.41,340.53,0,0,235.0
34,17,1525,199.85,424.92,0,0,440.0
103,177,1216,315.25,212.43,0,0,990.0
49,99,1230,397.73,610.13,0,1,100.0
72,29,2760,304.64,446.23,0,0,143.0
103,14,2707,304.64,241.53,0,0,650.0
